imagelink,productlink,Position,Product,ProductName,Brand,price,Price per unit,maxretailprice,stars,Ratings,Reviews,Mother Category,Category,Sub-Category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,Platform,Quantity,Quantity unit,NumberofSellers,Description,Number of images,IsAds,Net Rating Score (NRS),Discount%,Search Term,Min Price,Max Price,St-dev-Price,Title Length,Description Length,Date
https://rukminim1.flixcart.com/image/832/832/l27wtjk0/sandal/v/a/c/13-385703-13-puma-black-white-original-imagdhy4wc43qvgx.jpeg?q=70,https://www.flipkart.com/puma-softride-vibe-men-black-sandals/p/itm2553af63dd12e?pid=SNDGBCUTYMDFHQHZ&lid=LSTSNDGBCUTYMDFHQHZ5RYHBD&marketplace=FLIPKART&q=Men+Sandals+&store=osp%2Fcil%2Fe83&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_0DM8iKjNEaX1wUiBjr1uF2iMQKyv4%2FGZDppykuKVVcjaqi6VQO6H5h%2BPLwacjr69mmkwbwytjmsbpRJmtVeM4w%3D%3D&ppt=None&ppn=None&ssid=krzedpv9zk0000001686657878957&qH=7340f120b7c5da3b,1,Sandals & Floaters,Men Softride Vibe Black Sandal,PUMA,2339,2339,4499,4.2,45,3,Footwear,Men's Footwear,Sandals & Floaters,,,,,,Flipkart,1,NA,4,NA,10,No,,48,Men Sandals & Floaters,2339,3149,426.49736224272243,30,2,13/6/2023
